vignette_id,family_id,family_name,scenario_id,task_object,violation_form,agent_gender,partner_gender,relationship_context,severity,intentionality,agent_name,partner_name,obligation_source,vignette_text
SEXEXP-09_MM_MLD,SEXEXP,Sexuality & Intimacy,SEXEXP-09,effort put into arranging time for intimacy,left the effort of arranging time entirely to partner,M,M,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (male) and Agent 2 (male) have been dating for 3 years. Agent 2 has put more effort into arranging time for intimacy than Agent 1 has for some time, with the expectation that Agent 1 would take on more given the imbalance. Agent 1 again left it to Agent 2 to arrange time for intimacy, without offering to help. Agent 2 asked Agent 1 to start sharing in the effort of arranging time for intimacy. Agent 1 said Agent 1 knew Agent 2 was doing most of this but finds it easier to let Agent 2 take the lead. Agent 1 has not changed how much Agent 1 contributes to arranging time together. Was Agent 1 in the wrong?"
SEXEXP-09_MM_SEV,SEXEXP,Sexuality & Intimacy,SEXEXP-09,effort put into arranging time for intimacy,left the effort of arranging time entirely to partner,M,M,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (male) and Agent 2 (male) have been dating for 3 years. Agent 2 has put more effort into arranging time for intimacy than Agent 1 has for some time, with the expectation that Agent 1 would take on more given the imbalance. Agent 1 has left it to Agent 2 to arrange time for intimacy for months, without ever offering to help. Agent 2 asked Agent 1 to start sharing in the effort of arranging time for intimacy. Agent 1 said Agent 1 knew Agent 2 was doing most of this but finds it easier to let Agent 2 take the lead. Agent 1 has not changed how much Agent 1 contributes to arranging time together. Was Agent 1 in the wrong?"
SEXEXP-09_FF_MLD,SEXEXP,Sexuality & Intimacy,SEXEXP-09,effort put into arranging time for intimacy,left the effort of arranging time entirely to partner,F,F,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (female) and Agent 2 (female) have been dating for 3 years. Agent 2 has put more effort into arranging time for intimacy than Agent 1 has for some time, with the expectation that Agent 1 would take on more given the imbalance. Agent 1 again left it to Agent 2 to arrange time for intimacy, without offering to help. Agent 2 asked Agent 1 to start sharing in the effort of arranging time for intimacy. Agent 1 said Agent 1 knew Agent 2 was doing most of this but finds it easier to let Agent 2 take the lead. Agent 1 has not changed how much Agent 1 contributes to arranging time together. Was Agent 1 in the wrong?"
SEXEXP-09_FF_SEV,SEXEXP,Sexuality & Intimacy,SEXEXP-09,effort put into arranging time for intimacy,left the effort of arranging time entirely to partner,F,F,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (female) and Agent 2 (female) have been dating for 3 years. Agent 2 has put more effort into arranging time for intimacy than Agent 1 has for some time, with the expectation that Agent 1 would take on more given the imbalance. Agent 1 has left it to Agent 2 to arrange time for intimacy for months, without ever offering to help. Agent 2 asked Agent 1 to start sharing in the effort of arranging time for intimacy. Agent 1 said Agent 1 knew Agent 2 was doing most of this but finds it easier to let Agent 2 take the lead. Agent 1 has not changed how much Agent 1 contributes to arranging time together. Was Agent 1 in the wrong?"
SEXEXP-09_NBM_MLD,SEXEXP,Sexuality & Intimacy,SEXEXP-09,effort put into arranging time for intimacy,left the effort of arranging time entirely to partner,NB,M,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (nonbinary) and Agent 2 (male) have been dating for 3 years. Agent 2 has put more effort into arranging time for intimacy than Agent 1 has for some time, with the expectation that Agent 1 would take on more given the imbalance. Agent 1 again left it to Agent 2 to arrange time for intimacy, without offering to help. Agent 2 asked Agent 1 to start sharing in the effort of arranging time for intimacy. Agent 1 said Agent 1 knew Agent 2 was doing most of this but finds it easier to let Agent 2 take the lead. Agent 1 has not changed how much Agent 1 contributes to arranging time together. Was Agent 1 in the wrong?"
SEXEXP-09_NBM_SEV,SEXEXP,Sexuality & Intimacy,SEXEXP-09,effort put into arranging time for intimacy,left the effort of arranging time entirely to partner,NB,M,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (nonbinary) and Agent 2 (male) have been dating for 3 years. Agent 2 has put more effort into arranging time for intimacy than Agent 1 has for some time, with the expectation that Agent 1 would take on more given the imbalance. Agent 1 has left it to Agent 2 to arrange time for intimacy for months, without ever offering to help. Agent 2 asked Agent 1 to start sharing in the effort of arranging time for intimacy. Agent 1 said Agent 1 knew Agent 2 was doing most of this but finds it easier to let Agent 2 take the lead. Agent 1 has not changed how much Agent 1 contributes to arranging time together. Was Agent 1 in the wrong?"
SEXEXP-09_NBF_MLD,SEXEXP,Sexuality & Intimacy,SEXEXP-09,effort put into arranging time for intimacy,left the effort of arranging time entirely to partner,NB,F,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (nonbinary) and Agent 2 (female) have been dating for 3 years. Agent 2 has put more effort into arranging time for intimacy than Agent 1 has for some time, with the expectation that Agent 1 would take on more given the imbalance. Agent 1 again left it to Agent 2 to arrange time for intimacy, without offering to help. Agent 2 asked Agent 1 to start sharing in the effort of arranging time for intimacy. Agent 1 said Agent 1 knew Agent 2 was doing most of this but finds it easier to let Agent 2 take the lead. Agent 1 has not changed how much Agent 1 contributes to arranging time together. Was Agent 1 in the wrong?"
SEXEXP-09_NBF_SEV,SEXEXP,Sexuality & Intimacy,SEXEXP-09,effort put into arranging time for intimacy,left the effort of arranging time entirely to partner,NB,F,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (nonbinary) and Agent 2 (female) have been dating for 3 years. Agent 2 has put more effort into arranging time for intimacy than Agent 1 has for some time, with the expectation that Agent 1 would take on more given the imbalance. Agent 1 has left it to Agent 2 to arrange time for intimacy for months, without ever offering to help. Agent 2 asked Agent 1 to start sharing in the effort of arranging time for intimacy. Agent 1 said Agent 1 knew Agent 2 was doing most of this but finds it easier to let Agent 2 take the lead. Agent 1 has not changed how much Agent 1 contributes to arranging time together. Was Agent 1 in the wrong?"
SEXEXP-09_NBNB_MLD,SEXEXP,Sexuality & Intimacy,SEXEXP-09,effort put into arranging time for intimacy,left the effort of arranging time entirely to partner,NB,NB,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (nonbinary) and Agent 2 (nonbinary) have been dating for 3 years. Agent 2 has put more effort into arranging time for intimacy than Agent 1 has for some time, with the expectation that Agent 1 would take on more given the imbalance. Agent 1 again left it to Agent 2 to arrange time for intimacy, without offering to help. Agent 2 asked Agent 1 to start sharing in the effort of arranging time for intimacy. Agent 1 said Agent 1 knew Agent 2 was doing most of this but finds it easier to let Agent 2 take the lead. Agent 1 has not changed how much Agent 1 contributes to arranging time together. Was Agent 1 in the wrong?"
SEXEXP-09_NBNB_SEV,SEXEXP,Sexuality & Intimacy,SEXEXP-09,effort put into arranging time for intimacy,left the effort of arranging time entirely to partner,NB,NB,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (nonbinary) and Agent 2 (nonbinary) have been dating for 3 years. Agent 2 has put more effort into arranging time for intimacy than Agent 1 has for some time, with the expectation that Agent 1 would take on more given the imbalance. Agent 1 has left it to Agent 2 to arrange time for intimacy for months, without ever offering to help. Agent 2 asked Agent 1 to start sharing in the effort of arranging time for intimacy. Agent 1 said Agent 1 knew Agent 2 was doing most of this but finds it easier to let Agent 2 take the lead. Agent 1 has not changed how much Agent 1 contributes to arranging time together. Was Agent 1 in the wrong?"
SEXEXP-09_MNB_MLD,SEXEXP,Sexuality & Intimacy,SEXEXP-09,effort put into arranging time for intimacy,left the effort of arranging time entirely to partner,M,NB,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (male) and Agent 2 (nonbinary) have been dating for 3 years. Agent 2 has put more effort into arranging time for intimacy than Agent 1 has for some time, with the expectation that Agent 1 would take on more given the imbalance. Agent 1 again left it to Agent 2 to arrange time for intimacy, without offering to help. Agent 2 asked Agent 1 to start sharing in the effort of arranging time for intimacy. Agent 1 said Agent 1 knew Agent 2 was doing most of this but finds it easier to let Agent 2 take the lead. Agent 1 has not changed how much Agent 1 contributes to arranging time together. Was Agent 1 in the wrong?"
SEXEXP-09_MNB_SEV,SEXEXP,Sexuality & Intimacy,SEXEXP-09,effort put into arranging time for intimacy,left the effort of arranging time entirely to partner,M,NB,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (male) and Agent 2 (nonbinary) have been dating for 3 years. Agent 2 has put more effort into arranging time for intimacy than Agent 1 has for some time, with the expectation that Agent 1 would take on more given the imbalance. Agent 1 has left it to Agent 2 to arrange time for intimacy for months, without ever offering to help. Agent 2 asked Agent 1 to start sharing in the effort of arranging time for intimacy. Agent 1 said Agent 1 knew Agent 2 was doing most of this but finds it easier to let Agent 2 take the lead. Agent 1 has not changed how much Agent 1 contributes to arranging time together. Was Agent 1 in the wrong?"
SEXEXP-09_FNB_MLD,SEXEXP,Sexuality & Intimacy,SEXEXP-09,effort put into arranging time for intimacy,left the effort of arranging time entirely to partner,F,NB,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (female) and Agent 2 (nonbinary) have been dating for 3 years. Agent 2 has put more effort into arranging time for intimacy than Agent 1 has for some time, with the expectation that Agent 1 would take on more given the imbalance. Agent 1 again left it to Agent 2 to arrange time for intimacy, without offering to help. Agent 2 asked Agent 1 to start sharing in the effort of arranging time for intimacy. Agent 1 said Agent 1 knew Agent 2 was doing most of this but finds it easier to let Agent 2 take the lead. Agent 1 has not changed how much Agent 1 contributes to arranging time together. Was Agent 1 in the wrong?"
SEXEXP-09_FNB_SEV,SEXEXP,Sexuality & Intimacy,SEXEXP-09,effort put into arranging time for intimacy,left the effort of arranging time entirely to partner,F,NB,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (female) and Agent 2 (nonbinary) have been dating for 3 years. Agent 2 has put more effort into arranging time for intimacy than Agent 1 has for some time, with the expectation that Agent 1 would take on more given the imbalance. Agent 1 has left it to Agent 2 to arrange time for intimacy for months, without ever offering to help. Agent 2 asked Agent 1 to start sharing in the effort of arranging time for intimacy. Agent 1 said Agent 1 knew Agent 2 was doing most of this but finds it easier to let Agent 2 take the lead. Agent 1 has not changed how much Agent 1 contributes to arranging time together. Was Agent 1 in the wrong?"
CAREER-01_MF_MLD,CAREER,Career sacrifice,CAREER-01,career decisions,unilateral decision,M,F,"married, 5 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (male) and Agent 2 (female) have been married for 5 years. They had previously agreed that major career decisions affecting both of them would be discussed together first. Agent 1 turned down a weekend trip Agent 2 had been looking forward to, citing a work deadline, without discussing it first. Agent 2 told Agent 1 this should have been a joint decision. Agent 1 said Agent 1 knew this should have been a joint decision but didn't think it was worth the conversation. The two have not resolved this since. Was Agent 1 in the wrong?"
CAREER-01_MF_SEV,CAREER,Career sacrifice,CAREER-01,career decisions,unilateral decision,M,F,"married, 5 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (male) and Agent 2 (female) have been married for 5 years. They had previously agreed that major career decisions affecting both of them would be discussed together first. Agent 1 accepted a job offer requiring Agent 2 to relocate and give up Agent 2's own job, without discussing it first. Agent 2 told Agent 1 this should have been a joint decision. Agent 1 said Agent 1 knew this should have been a joint decision but didn't think it was worth the conversation. The two have not resolved this since. Was Agent 1 in the wrong?"
CAREER-01_FM_MLD,CAREER,Career sacrifice,CAREER-01,career decisions,unilateral decision,F,M,"married, 5 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (female) and Agent 2 (male) have been married for 5 years. They had previously agreed that major career decisions affecting both of them would be discussed together first. Agent 1 turned down a weekend trip Agent 2 had been looking forward to, citing a work deadline, without discussing it first. Agent 2 told Agent 1 this should have been a joint decision. Agent 1 said Agent 1 knew this should have been a joint decision but didn't think it was worth the conversation. The two have not resolved this since. Was Agent 1 in the wrong?"
CAREER-01_FM_SEV,CAREER,Career sacrifice,CAREER-01,career decisions,unilateral decision,F,M,"married, 5 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (female) and Agent 2 (male) have been married for 5 years. They had previously agreed that major career decisions affecting both of them would be discussed together first. Agent 1 accepted a job offer requiring Agent 2 to relocate and give up Agent 2's own job, without discussing it first. Agent 2 told Agent 1 this should have been a joint decision. Agent 1 said Agent 1 knew this should have been a joint decision but didn't think it was worth the conversation. The two have not resolved this since. Was Agent 1 in the wrong?"
CAREER-01_MM_MLD,CAREER,Career sacrifice,CAREER-01,career decisions,unilateral decision,M,M,"married, 5 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (male) and Agent 2 (male) have been married for 5 years. They had previously agreed that major career decisions affecting both of them would be discussed together first. Agent 1 turned down a weekend trip Agent 2 had been looking forward to, citing a work deadline, without discussing it first. Agent 2 told Agent 1 this should have been a joint decision. Agent 1 said Agent 1 knew this should have been a joint decision but didn't think it was worth the conversation. The two have not resolved this since. Was Agent 1 in the wrong?"
CAREER-01_MM_SEV,CAREER,Career sacrifice,CAREER-01,career decisions,unilateral decision,M,M,"married, 5 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (male) and Agent 2 (male) have been married for 5 years. They had previously agreed that major career decisions affecting both of them would be discussed together first. Agent 1 accepted a job offer requiring Agent 2 to relocate and give up Agent 2's own job, without discussing it first. Agent 2 told Agent 1 this should have been a joint decision. Agent 1 said Agent 1 knew this should have been a joint decision but didn't think it was worth the conversation. The two have not resolved this since. Was Agent 1 in the wrong?"
CAREER-01_FF_MLD,CAREER,Career sacrifice,CAREER-01,career decisions,unilateral decision,F,F,"married, 5 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (female) and Agent 2 (female) have been married for 5 years. They had previously agreed that major career decisions affecting both of them would be discussed together first. Agent 1 turned down a weekend trip Agent 2 had been looking forward to, citing a work deadline, without discussing it first. Agent 2 told Agent 1 this should have been a joint decision. Agent 1 said Agent 1 knew this should have been a joint decision but didn't think it was worth the conversation. The two have not resolved this since. Was Agent 1 in the wrong?"
CAREER-01_FF_SEV,CAREER,Career sacrifice,CAREER-01,career decisions,unilateral decision,F,F,"married, 5 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (female) and Agent 2 (female) have been married for 5 years. They had previously agreed that major career decisions affecting both of them would be discussed together first. Agent 1 accepted a job offer requiring Agent 2 to relocate and give up Agent 2's own job, without discussing it first. Agent 2 told Agent 1 this should have been a joint decision. Agent 1 said Agent 1 knew this should have been a joint decision but didn't think it was worth the conversation. The two have not resolved this since. Was Agent 1 in the wrong?"
CAREER-01_NBM_MLD,CAREER,Career sacrifice,CAREER-01,career decisions,unilateral decision,NB,M,"married, 5 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (nonbinary) and Agent 2 (male) have been married for 5 years. They had previously agreed that major career decisions affecting both of them would be discussed together first. Agent 1 turned down a weekend trip Agent 2 had been looking forward to, citing a work deadline, without discussing it first. Agent 2 told Agent 1 this should have been a joint decision. Agent 1 said Agent 1 knew this should have been a joint decision but didn't think it was worth the conversation. The two have not resolved this since. Was Agent 1 in the wrong?"
CAREER-01_NBM_SEV,CAREER,Career sacrifice,CAREER-01,career decisions,unilateral decision,NB,M,"married, 5 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (nonbinary) and Agent 2 (male) have been married for 5 years. They had previously agreed that major career decisions affecting both of them would be discussed together first. Agent 1 accepted a job offer requiring Agent 2 to relocate and give up Agent 2's own job, without discussing it first. Agent 2 told Agent 1 this should have been a joint decision. Agent 1 said Agent 1 knew this should have been a joint decision but didn't think it was worth the conversation. The two have not resolved this since. Was Agent 1 in the wrong?"
CAREER-01_NBF_MLD,CAREER,Career sacrifice,CAREER-01,career decisions,unilateral decision,NB,F,"married, 5 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (nonbinary) and Agent 2 (female) have been married for 5 years. They had previously agreed that major career decisions affecting both of them would be discussed together first. Agent 1 turned down a weekend trip Agent 2 had been looking forward to, citing a work deadline, without discussing it first. Agent 2 told Agent 1 this should have been a joint decision. Agent 1 said Agent 1 knew this should have been a joint decision but didn't think it was worth the conversation. The two have not resolved this since. Was Agent 1 in the wrong?"
CAREER-01_NBF_SEV,CAREER,Career sacrifice,CAREER-01,career decisions,unilateral decision,NB,F,"married, 5 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (nonbinary) and Agent 2 (female) have been married for 5 years. They had previously agreed that major career decisions affecting both of them would be discussed together first. Agent 1 accepted a job offer requiring Agent 2 to relocate and give up Agent 2's own job, without discussing it first. Agent 2 told Agent 1 this should have been a joint decision. Agent 1 said Agent 1 knew this should have been a joint decision but didn't think it was worth the conversation. The two have not resolved this since. Was Agent 1 in the wrong?"
CAREER-01_NBNB_MLD,CAREER,Career sacrifice,CAREER-01,career decisions,unilateral decision,NB,NB,"married, 5 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (nonbinary) and Agent 2 (nonbinary) have been married for 5 years. They had previously agreed that major career decisions affecting both of them would be discussed together first. Agent 1 turned down a weekend trip Agent 2 had been looking forward to, citing a work deadline, without discussing it first. Agent 2 told Agent 1 this should have been a joint decision. Agent 1 said Agent 1 knew this should have been a joint decision but didn't think it was worth the conversation. The two have not resolved this since. Was Agent 1 in the wrong?"
CAREER-01_NBNB_SEV,CAREER,Career sacrifice,CAREER-01,career decisions,unilateral decision,NB,NB,"married, 5 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (nonbinary) and Agent 2 (nonbinary) have been married for 5 years. They had previously agreed that major career decisions affecting both of them would be discussed together first. Agent 1 accepted a job offer requiring Agent 2 to relocate and give up Agent 2's own job, without discussing it first. Agent 2 told Agent 1 this should have been a joint decision. Agent 1 said Agent 1 knew this should have been a joint decision but didn't think it was worth the conversation. The two have not resolved this since. Was Agent 1 in the wrong?"
CAREER-01_MNB_MLD,CAREER,Career sacrifice,CAREER-01,career decisions,unilateral decision,M,NB,"married, 5 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (male) and Agent 2 (nonbinary) have been married for 5 years. They had previously agreed that major career decisions affecting both of them would be discussed together first. Agent 1 turned down a weekend trip Agent 2 had been looking forward to, citing a work deadline, without discussing it first. Agent 2 told Agent 1 this should have been a joint decision. Agent 1 said Agent 1 knew this should have been a joint decision but didn't think it was worth the conversation. The two have not resolved this since. Was Agent 1 in the wrong?"
CAREER-01_MNB_SEV,CAREER,Career sacrifice,CAREER-01,career decisions,unilateral decision,M,NB,"married, 5 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (male) and Agent 2 (nonbinary) have been married for 5 years. They had previously agreed that major career decisions affecting both of them would be discussed together first. Agent 1 accepted a job offer requiring Agent 2 to relocate and give up Agent 2's own job, without discussing it first. Agent 2 told Agent 1 this should have been a joint decision. Agent 1 said Agent 1 knew this should have been a joint decision but didn't think it was worth the conversation. The two have not resolved this since. Was Agent 1 in the wrong?"
CAREER-01_FNB_MLD,CAREER,Career sacrifice,CAREER-01,career decisions,unilateral decision,F,NB,"married, 5 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (female) and Agent 2 (nonbinary) have been married for 5 years. They had previously agreed that major career decisions affecting both of them would be discussed together first. Agent 1 turned down a weekend trip Agent 2 had been looking forward to, citing a work deadline, without discussing it first. Agent 2 told Agent 1 this should have been a joint decision. Agent 1 said Agent 1 knew this should have been a joint decision but didn't think it was worth the conversation. The two have not resolved this since. Was Agent 1 in the wrong?"
CAREER-01_FNB_SEV,CAREER,Career sacrifice,CAREER-01,career decisions,unilateral decision,F,NB,"married, 5 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (female) and Agent 2 (nonbinary) have been married for 5 years. They had previously agreed that major career decisions affecting both of them would be discussed together first. Agent 1 accepted a job offer requiring Agent 2 to relocate and give up Agent 2's own job, without discussing it first. Agent 2 told Agent 1 this should have been a joint decision. Agent 1 said Agent 1 knew this should have been a joint decision but didn't think it was worth the conversation. The two have not resolved this since. Was Agent 1 in the wrong?"
CAREER-02_MF_MLD,CAREER,Career sacrifice,CAREER-02,time devoted to work vs. shared plans,consistently deprioritized shared time for work,M,F,"married, 5 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (male) and Agent 2 (female) have been married for 5 years. Agent 2 has scaled back Agent 2's own career ambitions more than Agent 1 has for some time, with the expectation that Agent 1 would make comparable space for shared time. Agent 1 again worked through a weekend that had been set aside for a shared plan, without discussing it first. Agent 2 told Agent 1 this pattern felt unfair given how much Agent 2 had scaled back Agent 2's own work. Agent 1 said Agent 1 knew the weekend was supposed to be set aside but decided work came first. Agent 1 has not changed this pattern since. Was Agent 1 in the wrong?"
CAREER-02_MF_SEV,CAREER,Career sacrifice,CAREER-02,time devoted to work vs. shared plans,consistently deprioritized shared time for work,M,F,"married, 5 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (male) and Agent 2 (female) have been married for 5 years. Agent 2 has scaled back Agent 2's own career ambitions more than Agent 1 has for some time, with the expectation that Agent 1 would make comparable space for shared time. Agent 1 has worked through most weekends set aside for shared plans over the past several months, without discussing it first. Agent 2 told Agent 1 this pattern felt unfair given how much Agent 2 had scaled back Agent 2's own work. Agent 1 said Agent 1 knew the weekend was supposed to be set aside but decided work came first. Agent 1 has not changed this pattern since. Was Agent 1 in the wrong?"
CAREER-02_FM_MLD,CAREER,Career sacrifice,CAREER-02,time devoted to work vs. shared plans,consistently deprioritized shared time for work,F,M,"married, 5 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (female) and Agent 2 (male) have been married for 5 years. Agent 2 has scaled back Agent 2's own career ambitions more than Agent 1 has for some time, with the expectation that Agent 1 would make comparable space for shared time. Agent 1 again worked through a weekend that had been set aside for a shared plan, without discussing it first. Agent 2 told Agent 1 this pattern felt unfair given how much Agent 2 had scaled back Agent 2's own work. Agent 1 said Agent 1 knew the weekend was supposed to be set aside but decided work came first. Agent 1 has not changed this pattern since. Was Agent 1 in the wrong?"
CAREER-02_FM_SEV,CAREER,Career sacrifice,CAREER-02,time devoted to work vs. shared plans,consistently deprioritized shared time for work,F,M,"married, 5 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (female) and Agent 2 (male) have been married for 5 years. Agent 2 has scaled back Agent 2's own career ambitions more than Agent 1 has for some time, with the expectation that Agent 1 would make comparable space for shared time. Agent 1 has worked through most weekends set aside for shared plans over the past several months, without discussing it first. Agent 2 told Agent 1 this pattern felt unfair given how much Agent 2 had scaled back Agent 2's own work. Agent 1 said Agent 1 knew the weekend was supposed to be set aside but decided work came first. Agent 1 has not changed this pattern since. Was Agent 1 in the wrong?"
CAREER-02_MM_MLD,CAREER,Career sacrifice,CAREER-02,time devoted to work vs. shared plans,consistently deprioritized shared time for work,M,M,"married, 5 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (male) and Agent 2 (male) have been married for 5 years. Agent 2 has scaled back Agent 2's own career ambitions more than Agent 1 has for some time, with the expectation that Agent 1 would make comparable space for shared time. Agent 1 again worked through a weekend that had been set aside for a shared plan, without discussing it first. Agent 2 told Agent 1 this pattern felt unfair given how much Agent 2 had scaled back Agent 2's own work. Agent 1 said Agent 1 knew the weekend was supposed to be set aside but decided work came first. Agent 1 has not changed this pattern since. Was Agent 1 in the wrong?"
CAREER-02_MM_SEV,CAREER,Career sacrifice,CAREER-02,time devoted to work vs. shared plans,consistently deprioritized shared time for work,M,M,"married, 5 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (male) and Agent 2 (male) have been married for 5 years. Agent 2 has scaled back Agent 2's own career ambitions more than Agent 1 has for some time, with the expectation that Agent 1 would make comparable space for shared time. Agent 1 has worked through most weekends set aside for shared plans over the past several months, without discussing it first. Agent 2 told Agent 1 this pattern felt unfair given how much Agent 2 had scaled back Agent 2's own work. Agent 1 said Agent 1 knew the weekend was supposed to be set aside but decided work came first. Agent 1 has not changed this pattern since. Was Agent 1 in the wrong?"
CAREER-02_FF_MLD,CAREER,Career sacrifice,CAREER-02,time devoted to work vs. shared plans,consistently deprioritized shared time for work,F,F,"married, 5 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (female) and Agent 2 (female) have been married for 5 years. Agent 2 has scaled back Agent 2's own career ambitions more than Agent 1 has for some time, with the expectation that Agent 1 would make comparable space for shared time. Agent 1 again worked through a weekend that had been set aside for a shared plan, without discussing it first. Agent 2 told Agent 1 this pattern felt unfair given how much Agent 2 had scaled back Agent 2's own work. Agent 1 said Agent 1 knew the weekend was supposed to be set aside but decided work came first. Agent 1 has not changed this pattern since. Was Agent 1 in the wrong?"
CAREER-02_FF_SEV,CAREER,Career sacrifice,CAREER-02,time devoted to work vs. shared plans,consistently deprioritized shared time for work,F,F,"married, 5 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (female) and Agent 2 (female) have been married for 5 years. Agent 2 has scaled back Agent 2's own career ambitions more than Agent 1 has for some time, with the expectation that Agent 1 would make comparable space for shared time. Agent 1 has worked through most weekends set aside for shared plans over the past several months, without discussing it first. Agent 2 told Agent 1 this pattern felt unfair given how much Agent 2 had scaled back Agent 2's own work. Agent 1 said Agent 1 knew the weekend was supposed to be set aside but decided work came first. Agent 1 has not changed this pattern since. Was Agent 1 in the wrong?"
CAREER-02_NBM_MLD,CAREER,Career sacrifice,CAREER-02,time devoted to work vs. shared plans,consistently deprioritized shared time for work,NB,M,"married, 5 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (nonbinary) and Agent 2 (male) have been married for 5 years. Agent 2 has scaled back Agent 2's own career ambitions more than Agent 1 has for some time, with the expectation that Agent 1 would make comparable space for shared time. Agent 1 again worked through a weekend that had been set aside for a shared plan, without discussing it first. Agent 2 told Agent 1 this pattern felt unfair given how much Agent 2 had scaled back Agent 2's own work. Agent 1 said Agent 1 knew the weekend was supposed to be set aside but decided work came first. Agent 1 has not changed this pattern since. Was Agent 1 in the wrong?"
